C:\Python27\python.exe F:/hhly/scrapy/law/law_rule/wenshu_law/test.py
本院认为，被告人钟某甲、莫某甲、莫某丙、唐某某、钟某乙、莫某乙以非法占有为目的，虚构事实，骗取他人财物，数额巨大，公诉机关指控其犯诈骗罪成立。被告人钟某甲系本案的总负责人，并具体掌握赃款分配；被告人莫某甲具体负责涉案网络的维护，保证整个犯罪团伙的运作，二被告人在共同犯罪中起主要作用，均系主犯；被告人钟某乙、莫某乙在共同犯罪中起次要、辅助作用，均系从犯，对被告人钟某乙、莫某乙均应当减轻处罚。被告人钟某甲、莫某甲、莫某丙、唐某某、钟某乙、莫某乙归案后，能够如实供述自己的罪行，认罪态度均较好，依法均可以从轻处罚。案发后，部分赃款已追回，其中，从被告人莫某丙处追回赃款最多，且本案在审理过程中，被告人钟某甲、莫某甲、莫某丙、唐某某、钟某乙、莫某乙的亲属共同赔偿被害人李某某经济损失共计30000元，李某某表示谅解六被告人，被告人钟某甲、莫某甲、莫某丙、唐某某、钟某乙、莫某乙悔罪态度较好，均可酌情从轻处罚。被告人钟某乙、莫某乙的辩护人关于钟某乙、莫某乙系从犯的辩护观点成立，本院予以采纳。被告人莫某甲的辩护人关于莫某甲系从犯的辩护观点不能成立，本院不予采纳。被告人钟某甲、莫某甲、莫某丙、唐某某、钟某乙、莫某乙的辩护人关于六被告人认罪、悔罪态度较好的辩护观点成立，本院予以采纳。被告人莫某丙、唐某某关于莫某丙、唐某某系从犯的辩护观点不能成立，莫某丙系涉案网络的提供者，并教授莫某甲维护网络运作的犯罪方法，唐某某明知钟某甲等实施网络诈骗犯罪行为，仍然将包含被害人信息的网络平台提供给钟某甲等人，并约定了分赃事宜，二被告人在共同犯罪中的作用较大，不宜认定为从犯，对二辩护人的上述观点本院不予采纳。被告人莫某甲、唐某某、钟某乙、莫某丙辩护人关于四被告人主观恶性不深、犯罪情节轻微、其行为社会危害性不大等的辩护观点均不能成立，六被告人均积极参与犯罪，诈骗数额巨大，六被告人主观恶性不可谓较小，犯罪情节不可谓轻微，其行为不可谓社会危害性较小，故本院对辩护人的上述辩护观点均不予采纳。被告人钟某甲的辩护人关于钟某甲不掌握网络诈骗技术、没有直接对被害人实施诈骗、分赃最多的系钟某某的辩护观点不能成立，根据六被告人的供述，钟某甲系本案犯意发起者、实施犯罪的总负责人，在共同犯罪中所起作用较大，其虽不掌握网络诈骗技术，没有直接对被害人实施诈骗，但应对共同犯罪的后果承担法律责任，且因钟某某尚未到案，本案分赃情况如何尚不明确，辩护人主张钟某某分赃最多的辩护观点无事实和法律依据，本院对其上述观点不予采纳。被告人莫某丙的辩护人关于莫某丙系间接故意犯罪的辩护观点不能成立，根据被告人钟某甲、莫某丙的供述，二人约定由莫某丙将其掌握的包含被害人信息的网络平台交给钟某甲团伙实施诈骗犯罪行为，并为此约定了莫某丙的分赃比例，此后，莫某丙按照约定将上述网络平台的地址和登陆密码交给钟某甲团伙，由此可见，莫某丙明知自己的行为会发生危害社会的结果，但希望这种结果发生，其主观上系直接故意，故本院对辩护人的辩护观点不予采纳。被告人唐某某的辩护人关于唐某某没有将包含被害人信息的网络平台直接交给被告人钟某甲、仅是将网络平台的地址和密码交给了钟某甲、唐某某没有与钟某甲约定分赃比例、事实上仅获得8000元赃款的辩护观点不能成立，唐某某明知钟某甲等人欲实施诈骗犯罪行为，仍将包含被害人信息的网络平台交给钟某甲团伙，导致被害人信息被钟某甲等人掌握并最终发生本案，唐某某应对本案的发生承担刑事责任；根据被告人钟某甲、唐某某的供述，二人对唐某某的分赃比例作出了明确约定，唐某某事实上的分赃数额不影响二人的上述约定的成立，故本院对辩护人的上述辩护观点不予采纳。被告人莫某乙的辩护人关于被害人有过错的辩护观点不能成立，被告人钟某甲、莫某甲、钟某乙、莫某乙、莫某丙、唐某某在没有得到相关部门的批准或授权的前提下，对被害人谎称是重庆市当地的“重庆时时彩”福利彩票网站的代理网站，取得被害人信任并最终诈骗被害人10万元钱财，被害人对此没有法律上的过错。对被告人钟某甲、莫某甲均依照中华人民共和国刑法 >>>>>>>>>>> 4
村民委员会组织法 >>>>>>>>>>> 4
决定 >>>>>>>>>>> 4
福建省实施﹤中华人民共和国道路交通安全法﹥办法 >>>>>>>>>>> 4
关于审理交通事故刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 4
本院认为，被告人闻某故意伤害他人身体，并致一人轻伤，其行为已构成故意伤害罪。公诉机关指控被告人的犯罪事实清楚、定性准确，应予支持。被告人闻某到案后如实供述自己的罪行，可从轻处罚；被告人已赔偿被害人经济损失且获被害人谅解，可酌情从轻处罚；本案系因邻里纠纷引起，且被告人现以悔罪，依法可适用缓刑。公诉机关的量刑建议适当，予以采纳。辩护人关于适用缓刑的建议予以采纳。故依照中华人民共和国刑法 >>>>>>>>>>> 4
关于刑法第三百八十四条第一款的解释 >>>>>>>>>>> 4
道路交通损害赔偿司法解释 >>>>>>>>>>> 4
中华人民共和国刑法（刑法修正案八） >>>>>>>>>>> 4
本院认为，被告人姚某无故随意殴打他人，造成一人轻伤的后果，情节恶劣，其行为已构成寻衅滋事罪，应依法承担刑事责任。沈阳市东陵区人民检察院的指控，定性准确，证据确实、充分，应予支持。鉴于被告人姚某当庭表示自愿认罪，如实供述自己的罪行，并积极赔偿给被害人造成的经济损失，取得了被害人的谅解，故可对其依法从轻处罚。依照中华人民共和国刑法 >>>>>>>>>>> 4
中华人民共和国行政处罚 >>>>>>>>>>> 4
最高人民法院、最高人民检察在于办理依法贿赂刑事案件适用法律若干问题解释 >>>>>>>>>>> 4
湛江市城市规划管理办法 >>>>>>>>>>> 4
关于简易程序审理公诉案件的若干意见 >>>>>>>>>>> 4
本院认为，被告人聂某甲过失致人死亡，其行为已构成过失致人死亡罪，依法应追究刑事责任。公诉机关指控被告人聂某甲犯过失致人死亡罪罪名成立。被告人聂某甲在案发后主动投案，并如实供述其犯罪事实，系自首，依法可减轻处罚。被告人聂某甲与被害方达成和解协议并赔偿被害方全部经济损失，依法可从宽处罚。被告人聂某甲有悔罪表现，适用缓刑不致危害社会。依照中华人民共和国刑法 >>>>>>>>>>> 4
最高人民法院最高人民检察院关于办理妨害文物管理等刑事案件适用法律若干问题的解释 >>>>>>>>>>> 4
最高人民法院关于适用<中华人民共和国刑法>的解释 >>>>>>>>>>> 4
条款 >>>>>>>>>>> 4
关于审理破坏森林资源刑事案件有关盗伐、滥伐林木“数量”标准 >>>>>>>>>>> 4
最高人民法院关于适用〈中华人民共和国刑事诉讼法〉的意见 >>>>>>>>>>> 4
关于确定诈骗刑事案件数额标准的通知 >>>>>>>>>>> 4
公安机关人民警察现场制止违法犯罪行为操作规程 >>>>>>>>>>> 4
交强险条例 >>>>>>>>>>> 4
最高人民法院、最高人民检察院<关于办理盗窃刑事适用法律若干问题的解释> >>>>>>>>>>> 4
本院认为，广州维野纳高尔夫运动服务有限公司佛山分公司非法吸收公众存款共计人民币820000元，造成直接经济损失共计人民币700500元，扰乱金融秩序，被告人张某作为公司业务部门经理，被告人庞某作为公司的业务员，均是公司的其他直接责任人员，其行为已构成非法吸收公众存款罪。公诉机关的指控成立。被告人张某、庞某归案后能如实交代基本犯罪事实，认罪态度较好，依法可以从轻处罚。公诉机关建议判处被告人张某有期徒刑一年九个月以下并处罚金，建议判处被告人庞某有期徒刑一年六个月以下或者拘役并处罚金的量刑意见成立，本院予以采纳。被告人张某、庞某的辩护人以张某、庞某认罪态度好为由，请求从轻处罚的辩护意见成立，本院予以采纳，但据此请求适用缓刑的意见不成立，本院不予采纳。依照中华人民共和国刑法 >>>>>>>>>>> 4
最高人民法院、最高人民检察院关于办理非法制造、买卖、运输、储存毒鼠强等禁用剧毒化学品刑事案件具体适用法律若干问题的解释 >>>>>>>>>>> 4
最高人民法院关于民事诉讼的若干规定 >>>>>>>>>>> 4
关于适用普通程序审理“被告人认罪”案件若干意见（试行） >>>>>>>>>>> 4
最高人民法院、最高人民检察院关于办理抢夺案件适用法律若干问题的解释 >>>>>>>>>>> 4
本院认为，被告人刘某作为十堰市西马工贸有限公司的工作人员，利用职务上的便利，挪用本单位资金189100元，数额较大，且没有全部退还，其行为构成挪用资金罪，公诉机关指控的罪名成立。关于被告人刘某的辩护人提出刘某向其所在单位投案，应当视为自动投案的辩解，经查，被告人刘某虽然主动向所在公司说明情况并作出还款承诺，但其未按还款承诺履行，为躲避处理，在没有通知公司的情况下，偷偷离开十堰，并更换手机，致使公安机关对其网上追逃，其行为不构成自首；关于被告人刘某及其辩护人提出起诉书指控的189100元应当扣减西马公司欠刘某的补贴85275元的辩解，经查，根据被告人的供述与其出具的承诺，及西马公司的财物凭证均相互印证被告人挪用公司资金189100元，其辩解无证据证实，且属另一法律关系，本院不予采纳。关于被告人刘某及其的辩护人提出刘某挪用资金是因为酒后被骗，用于还高利贷，并非进行非法活动的辩护意见。经查，公诉机关指控被告人刘某挪用资金用于赌博仅有其供述，无其他证据证实，该辩解予以采纳。被告人刘某到案后能如实供述自己的罪行，有悔罪表现，依法可以从轻处罚。被告人刘某的亲属积极退赔挪用的受害单位部分资金，取得受害人的谅解，可酌情从轻处罚。根据被告人刘某的犯罪情节及其悔罪表现，对其适用缓刑不致再危害社会，可宣告缓刑。依据（中华人民共和国刑法 >>>>>>>>>>> 4
最高人民法院、最高人民检察院关于办理贪污、贿赂刑事案件适用法律若干问题的解释第一条第一款、第十九条 >>>>>>>>>>> 4
本院认为：被告人冯某在道路上醉酒驾驶机动车，危害公共安全，其行为已构成危险驾驶罪。无锡市滨湖区人民检察院指控被告人冯某犯危险驾驶罪的事实清楚，证据确实充分，指控的罪名成立。被告人沈庆归案后能如实供述自己罪行，可予从轻处罚。根据被告人冯某的犯罪事实、情节和悔罪表现，本院认为被告人冯某符合缓刑适用条件，对其依法宣告缓刑。据此，依照中华人民共和国刑法 >>>>>>>>>>> 4
关于审理道路交通损害赔偿案件适用法律若干问题的解释 >>>>>>>>>>> 4
本院认为，被告人邱某某受张金发雇佣，以营利为目的，管理用于他人赌博的场所，其行为已构成开设赌场罪。成都市金牛区人民检察院对被告人邱某某犯开设赌场罪的指控成立，本院决定予以支持。被告人邱某某归案后认罪态度较好，可以从轻处罚。被告人邱某某的辩护人所提对邱某某从轻处罚的辩护意见，本院予以采纳。根据被告人邱某某犯罪的事实、性质、情节和对社会的危害程度，依照中华人民共和国刑法 >>>>>>>>>>> 4
本院认为，被告人李某以非法占有为目的，秘密窃取他人财物，价值2000元，数额较大，其行为已构成盗窃罪，公诉机关指控的罪名成立。李某归案后如实供述自己的罪行并当庭认罪，对其从轻处罚。本案赃物已被追回并发还被害人，未给被害人造成实际损失，可以酌情从轻处罚。根据被告人的犯罪事实，犯罪性质、情节和对社会的危害程度，依照&lt；中华人民共和国刑法 >>>>>>>>>>> 4
办法 >>>>>>>>>>> 4
最高人民法院关于适用〈中华人民共和国刑事诉讼法〉 >>>>>>>>>>> 4
关于办理行贿罪刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 4
本院认为，公诉机关指控被告人吉某犯盗窃罪的事实清楚，证据确实、充分，指控罪名成立，量刑建议适当，应予采纳。依照中华人民共和国刑法 >>>>>>>>>>> 4
全国人民代表大会常务委员会﹤关于中华人民共和国刑法第九十三条第二款的解释﹥ >>>>>>>>>>> 4
最高人民法院关于＜中华人民共和国刑法修正案（八）＞时间效力问题的解释 >>>>>>>>>>> 4
本院认为，被告人杨某某故意伤害他人身体健康，致人轻伤。其行为构成故意伤害罪，应予惩处。公诉机关指控的事实及罪名成立，本院予以支持。被告人杨某某对伤害他人的事实予以供认，应认定为自愿认罪。关于辩护人提出的被害人对案发起因负有过错责任一节，本院认为，公民之间在日常生活中发生一定的矛盾系正常现象，双方均应理智处理。过激的语言、过激的行为是本案发生的根本原因，因此，本院发生的起因系双方过错。关于辩护人提出的被告人认罪态度较好，且系初犯、偶犯，请求对其从轻处罚一节，经查属实，本院予以采信并依法对被告人杨某某予以从轻处罚。鉴于被告人杨某某认罪态度较好，获得被害人的谅解，且系初犯，依法可以对其适用缓刑。综上，依照中华人民共和国刑法 >>>>>>>>>>> 4
最高人民法院关于审理毒品定罪量刑标准有关问题的解释 >>>>>>>>>>> 4
本院认为，被告人吕某某、刘某随意殴打他人，情节恶劣，其行为构成寻衅滋事罪，公诉机关指控罪名成立。被告人刘某关于没有捅刺受害人的辩解意见，因有受害人陈述及证人证实，对其辩解意见不予采纳。二被告人在寻衅滋事犯罪中，被告人吕某某、刘某均起主要作用，均属于主犯。案发后被告人积极赔偿被害人经济损失并取得谅解的，可对被告人从轻处罚。依照中华人民共和国刑法 >>>>>>>>>>> 4
